resultraceid,result_pos,resulthorsenum,resulthorsename,resultdate,resulttime,resultcourse
799685,8,4,Magic Edouard,2021-11-27,12:40,Chantilly
799685,9,6,Calas Queen,2021-11-27,12:40,Chantilly
799685,10,17,Shiraz,2021-11-27,12:40,Chantilly
799685,11,10,Al Capdamunt,2021-11-27,12:40,Chantilly
799685,12,15,Aimef,2021-11-27,12:40,Chantilly
799685,13,16,Brooklyn Affairs,2021-11-27,12:40,Chantilly
799685,14,9,Sage Dream,2021-11-27,12:40,Chantilly
799685,15,8,Sweet Malpic,2021-11-27,12:40,Chantilly
799685,16,12,Camparilla,2021-11-27,12:40,Chantilly
799685,17,11,Atromos,2021-11-27,12:40,Chantilly
797004,1,2,Brief Times,2021-11-27,12:35,Doncaster
797004,2,9,Global Famenglory,2021-11-27,12:35,Doncaster
797004,3,5,Stumps Or Slips,2021-11-27,12:35,Doncaster
797004,4,8,Baladio,2021-11-27,12:35,Doncaster
797004,5,3,Alghazaal,2021-11-27,12:35,Doncaster
797004,6,4,For Fitz Sake,2021-11-27,12:35,Doncaster
797004,NA,10,Muzetta's Waltz,2021-11-27,12:35,Doncaster
799146,1,5,Dunvegan,2021-11-27,12:30,Fairyhouse
799146,2,9,Grange Walk,2021-11-27,12:30,Fairyhouse
799146,3,12,Benefit Run,2021-11-27,12:30,Fairyhouse
799146,4,7,Buddy Rich,2021-11-27,12:30,Fairyhouse
799146,5,8,January Jets,2021-11-27,12:30,Fairyhouse
799146,6,3,Paloma Blue,2021-11-27,12:30,Fairyhouse
799146,7,1,Unexcepted,2021-11-27,12:30,Fairyhouse
799146,NA,6,Poseidon,2021-11-27,12:30,Fairyhouse
799146,NA,11,One Down,2021-11-27,12:30,Fairyhouse
799146,NA,10,Jack Hackett,2021-11-27,12:30,Fairyhouse
797032,1,2,Scene Not Herd,2021-11-27,12:20,Newcastle
797032,2,1,Luckofthedraw,2021-11-27,12:20,Newcastle
797032,3,8,Caboy,2021-11-27,12:20,Newcastle
797032,4,4,Better Getalong,2021-11-27,12:20,Newcastle
797032,5,5,Pookie Pekan,2021-11-27,12:20,Newcastle
797032,6,9,Scottish Accent,2021-11-27,12:20,Newcastle
797032,7,3,Niven,2021-11-27,12:20,Newcastle
797032,8,6,Exit To Where,2021-11-27,12:20,Newcastle
797032,NA,7,Treshnish,2021-11-27,12:20,Newcastle
797032,NA,10,Darius Des Sources,2021-11-27,12:20,Newcastle
797019,1,3,Elle Est Belle,2021-11-27,12:10,Newbury
797019,2,2,Ahorsewithnoname,2021-11-27,12:10,Newbury
797019,3,7,Theatre Glory,2021-11-27,12:10,Newbury
797019,4,4,Jaunty Freyja,2021-11-27,12:10,Newbury
797019,5,6,Spes Energicall,2021-11-27,12:10,Newbury
797019,NA,1,Nina The Terrier,2021-11-27,12:10,Newbury
797005,1,1,Summit Like Herbie,2021-11-27,12:05,Doncaster
797005,2,2,Bobmahley,2021-11-27,12:05,Doncaster
797005,3,5,Vintage Glen,2021-11-27,12:05,Doncaster
797005,4,6,Lough Salt,2021-11-27,12:05,Doncaster
797005,5,9,Dorado Dollar,2021-11-27,12:05,Doncaster
797005,NA,3,No Cruise Yet,2021-11-27,12:05,Doncaster
797005,NA,10,L'Es Fremantle,2021-11-27,12:05,Doncaster
797005,NA,7,To The Limit,2021-11-27,12:05,Doncaster
797005,NA,8,Scottsdale,2021-11-27,12:05,Doncaster
799682,1,3,Copie,2021-11-27,12:05,Chantilly
799682,2,1,Le Cadeau,2021-11-27,12:05,Chantilly
799682,3,4,Super Khali,2021-11-27,12:05,Chantilly
799682,4,2,Ye Gud Thing,2021-11-27,12:05,Chantilly
799682,5,7,Isca,2021-11-27,12:05,Chantilly
799682,6,6,Dream Queen,2021-11-27,12:05,Chantilly
799682,7,8,Sopharri,2021-11-27,12:05,Chantilly
799682,8,5,Uncle Bo,2021-11-27,12:05,Chantilly
799105,1,15,Far Sky,2021-11-27,12:00,Sharjah
799105,2,12,Monoski,2021-11-27,12:00,Sharjah
799105,3,4,Harbour Spirit,2021-11-27,12:00,Sharjah
799105,4,9,Top Clearance,2021-11-27,12:00,Sharjah
799105,5,1,Galvanize,2021-11-27,12:00,Sharjah
799105,6,10,Al Mureib,2021-11-27,12:00,Sharjah
799105,7,2,Pharoah King,2021-11-27,12:00,Sharjah
799105,8,16,Rebel Streak,2021-11-27,12:00,Sharjah
799105,9,8,Castlebar,2021-11-27,12:00,Sharjah
799105,10,3,Dolmen,2021-11-27,12:00,Sharjah
799105,11,13,Silchester,2021-11-27,12:00,Sharjah
799105,12,11,Gervais,2021-11-27,12:00,Sharjah
799105,13,5,Oasis Charm,2021-11-27,12:00,Sharjah
799105,14,6,Poet's Prince,2021-11-27,12:00,Sharjah
799105,15,14,Tolmount,2021-11-27,12:00,Sharjah
799145,1,2,Lord Lariat,2021-11-27,12:00,Fairyhouse
799145,2,7,Favori Logique,2021-11-27,12:00,Fairyhouse
799145,3,6,O Connell Street,2021-11-27,12:00,Fairyhouse
799145,4,11,Bitview Colin,2021-11-27,12:00,Fairyhouse
799145,5,8,Nobody Home,2021-11-27,12:00,Fairyhouse
799145,6,12,Vodka Society,2021-11-27,12:00,Fairyhouse
799145,7,9,My Manekineko,2021-11-27,12:00,Fairyhouse
799145,8,1,Choungaya,2021-11-27,12:00,Fairyhouse
799145,9,10,Elite Charboniere,2021-11-27,12:00,Fairyhouse
799145,NA,5,Jurby,2021-11-27,12:00,Fairyhouse
799145,NA,3,Halsafari,2021-11-27,12:00,Fairyhouse
797028,1,1,Too Friendly,2021-11-27,11:45,Newcastle
797028,2,2,Twilight Twist,2021-11-27,11:45,Newcastle
797028,3,5,Galah,2021-11-27,11:45,Newcastle
797028,4,3,Bamboo Bay,2021-11-27,11:45,Newcastle
797028,5,6,Oot Ma Way,2021-11-27,11:45,Newcastle
797028,6,4,Johnny Boom,2021-11-27,11:45,Newcastle
799612,1,13,Joyce Galeste,2021-11-27,11:35,Chantilly
799612,2,6,Tarasha,2021-11-27,11:35,Chantilly
799612,3,14,Jaiden Cauvelliere,2021-11-27,11:35,Chantilly
799612,4,7,Jolympa,2021-11-27,11:35,Chantilly
799612,5,4,Bel Ouest,2021-11-27,11:35,Chantilly
799612,6,11,Fabada,2021-11-27,11:35,Chantilly
799612,7,3,Fille De La Lune,2021-11-27,11:35,Chantilly
799612,8,15,Spanish Cara,2021-11-27,11:35,Chantilly
799612,9,9,Petit Amour,2021-11-27,11:35,Chantilly
799612,10,2,User Kindly,2021-11-27,11:35,Chantilly
799612,11,5,Forbidden Dream,2021-11-27,11:35,Chantilly
799612,12,8,Norqui Des Roses,2021-11-27,11:35,Chantilly
799612,13,16,Samaya,2021-11-27,11:35,Chantilly
799612,14,10,La Louve,2021-11-27,11:35,Chantilly
799612,15,12,Pretty Link,2021-11-27,11:35,Chantilly
799612,16,1,Alibichop,2021-11-27,11:35,Chantilly
799144,1,5,Lieutenant Command,2021-11-27,11:30,Fairyhouse
799144,2,7,Max Flamingo,2021-11-27,11:30,Fairyhouse
799144,3,2,Floueur,2021-11-27,11:30,Fairyhouse
799144,4,4,Holymacapony,2021-11-27,11:30,Fairyhouse
799144,5,10,Salseros,2021-11-27,11:30,Fairyhouse
799144,6,11,Torygraph,2021-11-27,11:30,Fairyhouse
799144,7,3,General Counsel,2021-11-27,11:30,Fairyhouse
799144,NA,8,Quantum Realm,2021-11-27,11:30,Fairyhouse
799144,NA,1,Dewcup,2021-11-27,11:30,Fairyhouse
799566,1,2,Fast Raaj,2021-11-27,11:05,Chantilly
799566,2,1,Bouttemont,2021-11-27,11:05,Chantilly
799566,3,4,Coachello,2021-11-27,11:05,Chantilly
799566,4,7,Krishnadargent,2021-11-27,11:05,Chantilly
799566,5,3,Pimento,2021-11-27,11:05,Chantilly
799566,6,5,Big River,2021-11-27,11:05,Chantilly
799566,7,6,Izlaz,2021-11-27,11:05,Chantilly
799681,1,1,Stratospherique,2021-11-27,10:35,Chantilly
799681,2,10,Luci Del Faro,2021-11-27,10:35,Chantilly
799681,3,16,It's On Us,2021-11-27,10:35,Chantilly
799681,4,3,Bella Florida,2021-11-27,10:35,Chantilly
799681,5,8,Territorio,2021-11-27,10:35,Chantilly
799681,6,7,Marcie,2021-11-27,10:35,Chantilly
799681,7,6,Dewi Sant,2021-11-27,10:35,Chantilly
799681,8,15,Hesperos,2021-11-27,10:35,Chantilly
799681,9,14,Gallardise,2021-11-27,10:35,Chantilly
799681,10,9,Vedvokov,2021-11-27,10:35,Chantilly
799681,11,17,Skip Chop,2021-11-27,10:35,Chantilly
799681,12,11,Saint Moritz,2021-11-27,10:35,Chantilly
799681,13,2,Ivan The Zar,2021-11-27,10:35,Chantilly
799681,14,13,Daraya Emery,2021-11-27,10:35,Chantilly
799681,15,4,Warning At Sea,2021-11-27,10:35,Chantilly
799681,16,5,Mitarc,2021-11-27,10:35,Chantilly
799506,1,15,Graceful Girl,2021-11-27,8:45,Ascot
799506,2,9,Stageman,2021-11-27,8:45,Ascot
799506,3,2,Elite Street,2021-11-27,8:45,Ascot
799506,4,4,Laverrod,2021-11-27,8:45,Ascot
799506,5,7,Outrageous,2021-11-27,8:45,Ascot
799506,6,6,Indian Pacific,2021-11-27,8:45,Ascot
799506,7,3,Red Can Man,2021-11-27,8:45,Ascot
799506,8,14,Flirtini,2021-11-27,8:45,Ascot
799506,9,1,Rock Magic,2021-11-27,8:45,Ascot
799506,10,11,Iseered Iseered,2021-11-27,8:45,Ascot
799506,11,8,Cup Night,2021-11-27,8:45,Ascot
799506,12,12,Long Beach,2021-11-27,8:45,Ascot
799506,13,5,Money Matters,2021-11-27,8:45,Ascot
799506,14,13,River Beau,2021-11-27,8:45,Ascot
799506,15,10,Carocapo,2021-11-27,8:45,Ascot
799506,16,16,Wilchino,2021-11-27,8:45,Ascot
799670,1,8,Justin Rock,2021-11-27,6:40,Hanshin
799670,2,3,Be Astonished,2021-11-27,6:40,Hanshin
799670,3,7,Fidele,2021-11-27,6:40,Hanshin
799670,4,1,Pod Bullet,2021-11-27,6:40,Hanshin
799670,5,4,Shihono Speranza,2021-11-27,6:40,Hanshin
799670,6,5,Today Is The Day,2021-11-27,6:40,Hanshin
799670,7,2,Dee Prayer,2021-11-27,6:40,Hanshin
799670,8,6,Lilac,2021-11-27,6:40,Hanshin
799670,9,9,Candescent,2021-11-27,6:40,Hanshin
799670,10,10,Good Faith,2021-11-27,6:40,Hanshin
799511,1,10,Sinawann,2021-11-27,6:40,Caulfield
799511,2,7,I Am Superman,2021-11-27,6:40,Caulfield
799511,3,1,Streets Of Avalon,2021-11-27,6:40,Caulfield
799511,4,11,Cambourne,2021-11-27,6:40,Caulfield
799511,5,5,Crosshaven,2021-11-27,6:40,Caulfield
799511,6,4,Age Of Chivalry,2021-11-27,6:40,Caulfield
799511,7,3,Ranier,2021-11-27,6:40,Caulfield
799511,8,9,Riddle Me That,2021-11-27,6:40,Caulfield
799511,9,2,Surprise Baby,2021-11-27,6:40,Caulfield
799511,10,8,Mask Of Time,2021-11-27,6:40,Caulfield
799669,1,4,Regalo Di Gaetano,2021-11-27,6:00,Caulfield
799669,2,9,Bonvicini,2021-11-27,6:00,Caulfield
799669,3,7,Starelle,2021-11-27,6:00,Caulfield
799669,4,10,Royal Mile,2021-11-27,6:00,Caulfield
799669,5,6,Our Playboy,2021-11-27,6:00,Caulfield
799669,6,1,So Si Bon,2021-11-27,6:00,Caulfield
799669,7,2,Defibrillate,2021-11-27,6:00,Caulfield
799669,8,8,Djukon,2021-11-27,6:00,Caulfield
799669,9,11,Excelman,2021-11-27,6:00,Caulfield
799669,10,3,Hang Man,2021-11-27,6:00,Caulfield
799668,1,10,Ellsberg,2021-11-27,5:40,Rosehill
799668,2,5,Stockman,2021-11-27,5:40,Rosehill
799668,3,2,Bandersnatch,2021-11-27,5:40,Rosehill
799668,4,13,Brutality,2021-11-27,5:40,Rosehill
799668,5,14,Mubariz,2021-11-27,5:40,Rosehill
799668,6,6,Prime Candidate,2021-11-27,5:40,Rosehill
799668,7,1,Gem Song,2021-11-27,5:40,Rosehill
799668,8,3,Order Again,2021-11-27,5:40,Rosehill
799668,9,15,Al Mah Haha,2021-11-27,5:40,Rosehill
799668,10,17,Pandano,2021-11-27,5:40,Rosehill
799668,11,8,Art Cadeau,2021-11-27,5:40,Rosehill
799667,1,3,Sound,2021-11-27,5:20,Caulfield
799667,2,6,Dr Drill,2021-11-27,5:20,Caulfield
799667,3,4,Wentwood,2021-11-27,5:20,Caulfield
799667,4,1,Spanish Mission,2021-11-27,5:20,Caulfield
799667,5,7,Skelm,2021-11-27,5:20,Caulfield
799667,6,8,Lunar Flare,2021-11-27,5:20,Caulfield
799667,7,5,Flash Aah,2021-11-27,5:20,Caulfield
799667,8,9,Silent Sovereign,2021-11-27,5:20,Caulfield
799667,9,2,Warning,2021-11-27,5:20,Caulfield
799510,1,9,Blue Army,2021-11-27,4:40,Caulfield
799510,2,7,Blazerro,2021-11-27,4:40,Caulfield
799510,3,12,Festival Dancer,2021-11-27,4:40,Caulfield
799510,4,11,Reigate,2021-11-27,4:40,Caulfield
799510,5,6,Cardinal Gem,2021-11-27,4:40,Caulfield
799510,6,2,Port Louis,2021-11-27,4:40,Caulfield
799510,7,4,Chartres,2021-11-27,4:40,Caulfield
799510,8,10,General Firepower,2021-11-27,4:40,Caulfield
799510,9,8,Yaphet,2021-11-27,4:40,Caulfield
799510,10,3,Blushing Tycoon,2021-11-27,4:40,Caulfield
799510,11,5,Mister Me,2021-11-27,4:40,Caulfield
799666,1,9,Steinem,2021-11-27,4:00,Caulfield
799666,2,1,Quantum Mechanic,2021-11-27,4:00,Caulfield
799666,3,11,Perfect World,2021-11-27,4:00,Caulfield
799666,4,8,Agreeable,2021-11-27,4:00,Caulfield
799666,5,7,Good And Proper,2021-11-27,4:00,Caulfield
799666,6,5,Zing,2021-11-27,4:00,Caulfield
799666,7,2,Paul's Regret,2021-11-27,4:00,Caulfield
799666,8,4,Tricky Gal,2021-11-27,4:00,Caulfield
799666,9,6,Brazen Song,2021-11-27,4:00,Caulfield
799622,1,6,Regal Glory,2021-11-28,11:31,Del Mar
799622,2,5,Zofelle,2021-11-28,11:31,Del Mar
799622,3,1,Princess Grace,2021-11-28,11:31,Del Mar
799622,4,3,Viadera,2021-11-28,11:31,Del Mar
799622,5,4,Fast Jet Court,2021-11-28,11:31,Del Mar
799622,6,2,Bodhicitta,2021-11-28,11:31,Del Mar
799619,1,10,God Of Love,2021-11-28,10:08,Woodbine
799619,2,3,Ironstone,2021-11-28,10:08,Woodbine
799619,3,7,On Thin Ice,2021-11-28,10:08,Woodbine
799619,4,8,Churchtown,2021-11-28,10:08,Woodbine
799619,5,1,Heat Merchant,2021-11-28,10:08,Woodbine
799619,6,11,Hicksy,2021-11-28,10:08,Woodbine
799619,7,6,Be Like Clint,2021-11-28,10:08,Woodbine
799619,8,9,International,2021-11-28,10:08,Woodbine
799619,9,4,Stowaway,2021-11-28,10:08,Woodbine
799619,10,5,Shamateur,2021-11-28,10:08,Woodbine
799720,1,3,Mrs. Barbara,2021-11-28,9:37,Woodbine
799720,2,6,Moira,2021-11-28,9:37,Woodbine
799720,3,5,Guileful,2021-11-28,9:37,Woodbine
799720,4,8,Souper Hoity Toity,2021-11-28,9:37,Woodbine
799720,5,9,Sake,2021-11-28,9:37,Woodbine
799720,6,1,Queen Judith,2021-11-28,9:37,Woodbine
799720,7,4,Kanta,2021-11-28,9:37,Woodbine
799720,8,2,Chocolateaddiction,2021-11-28,9:37,Woodbine
799720,9,7,Aubrieta,2021-11-28,9:37,Woodbine
799719,1,10,Verbal,2021-11-28,9:31,Del Mar
799719,2,5,Barsabas,2021-11-28,9:31,Del Mar
799719,3,7,Cabo Spirit,2021-11-28,9:31,Del Mar
799719,4,11,Lottery Pick,2021-11-28,9:31,Del Mar
799719,5,1,Optimising,2021-11-28,9:31,Del Mar
799719,6,4,Derecho Dandy,2021-11-28,9:31,Del Mar
799719,7,2,Khantaro D'Oro,2021-11-28,9:31,Del Mar
799719,8,8,Stotland,2021-11-28,9:31,Del Mar
799719,9,9,Get Back Goldie,2021-11-28,9:31,Del Mar
799719,10,3,Groovy Huey,2021-11-28,9:31,Del Mar
799718,1,4,Hopeful Treasure,2021-11-28,8:14,Aqueduct
799718,2,2,Green Light Go,2021-11-28,8:14,Aqueduct
799718,3,1,Chateau,2021-11-28,8:14,Aqueduct
799718,4,5,Wendell Fong,2021-11-28,8:14,Aqueduct
799718,5,8,War Tocsin,2021-11-28,8:14,Aqueduct
799718,6,6,Sir Alfred James,2021-11-28,8:14,Aqueduct
799718,7,3,Smooth B,2021-11-28,8:14,Aqueduct
799718,8,7,Rough Entry,2021-11-28,8:14,Aqueduct
799717,1,5,Jo Pickett,2021-11-28,4:35,Toulouse
799717,2,2,Qatar River,2021-11-28,4:35,Toulouse
799717,3,3,Narcos,2021-11-28,4:35,Toulouse
799717,4,8,Shalamba,2021-11-28,4:35,Toulouse
799717,5,10,Temps Du Reve,2021-11-28,4:35,Toulouse
799717,6,9,Savannah Spirit,2021-11-28,4:35,Toulouse
799717,7,6,Mad River,2021-11-28,4:35,Toulouse
799717,8,7,Padron,2021-11-28,4:35,Toulouse
799717,9,4,Good Question,2021-11-28,4:35,Toulouse
799717,10,1,Palus Argenteus,2021-11-28,4:35,Toulouse
799717,11,11,Al Hawra,2021-11-28,4:35,Toulouse
799159,1,8,Royal Romeo,2021-11-28,3:40,Fairyhouse
799159,1,13,Kilbunny Pontic,2021-11-28,3:40,Fairyhouse
799159,3,9,Sa Fureur,2021-11-28,3:40,Fairyhouse
799159,4,7,Realistic Optimism,2021-11-28,3:40,Fairyhouse
799159,5,5,Hollington,2021-11-28,3:40,Fairyhouse
799159,6,12,Western Walk,2021-11-28,3:40,Fairyhouse
799159,7,6,L'yser,2021-11-28,3:40,Fairyhouse
799159,8,3,Goldwyn,2021-11-28,3:40,Fairyhouse
799159,9,10,Sixhandsinmypocket,2021-11-28,3:40,Fairyhouse
799159,10,11,Slate Range,2021-11-28,3:40,Fairyhouse
799159,11,2,Data Breach,2021-11-28,3:40,Fairyhouse
799159,12,4,Greenvale Dancer,2021-11-28,3:40,Fairyhouse
799159,NA,1,Baba Buck's,2021-11-28,3:40,Fairyhouse
799716,1,4,Karuso De Gruchy,2021-11-28,3:25,Auteuil
799716,2,9,Raffles Quattro,2021-11-28,3:25,Auteuil
799716,3,1,Chorail Debelair,2021-11-28,3:25,Auteuil
799716,4,5,Habanero,2021-11-28,3:25,Auteuil
799716,5,10,Miracle De Houelle,2021-11-28,3:25,Auteuil
799716,6,2,Keep Hope De Roche,2021-11-28,3:25,Auteuil
799716,7,6,Air Commodore,2021-11-28,3:25,Auteuil
799716,8,8,Dinozaure,2021-11-28,3:25,Auteuil
799716,NA,7,Hextrawel Du Porto,2021-11-28,3:25,Auteuil
799716,NA,3,Huerta,2021-11-28,3:25,Auteuil
798720,1,10,Gua Du Large,2021-11-28,3:10,Fairyhouse
798720,2,19,Glan,2021-11-28,3:10,Fairyhouse
798720,3,4,Magic Tricks,2021-11-28,3:10,Fairyhouse
798720,4,15,Sit Down Lucy,2021-11-28,3:10,Fairyhouse
798720,5,1,Whiskey Sour,2021-11-28,3:10,Fairyhouse
798720,6,14,Mr Coldstone,2021-11-28,3:10,Fairyhouse
798720,7,6,Visionarian,2021-11-28,3:10,Fairyhouse
798720,8,7,Autumn Evening,2021-11-28,3:10,Fairyhouse
798720,9,8,Glens Of Antrim,2021-11-28,3:10,Fairyhouse
798720,10,9,The Little Yank,2021-11-28,3:10,Fairyhouse
798720,11,12,Light Brigade,2021-11-28,3:10,Fairyhouse
798720,12,18,Dads Lad,2021-11-28,3:10,Fairyhouse
798720,13,5,Eclair De Beaufeu,2021-11-28,3:10,Fairyhouse
798720,14,16,Easca Peasca,2021-11-28,3:10,Fairyhouse
798720,15,21,Sevenna Star,2021-11-28,3:10,Fairyhouse
798720,16,13,Purple Mountain,2021-11-28,3:10,Fairyhouse
798720,NA,3,Wolf Prince,2021-11-28,3:10,Fairyhouse
798720,NA,17,Brides Hill,2021-11-28,3:10,Fairyhouse
797044,1,6,Made For You,2021-11-28,3:00,Leicester
797044,2,1,Tinnahalla,2021-11-28,3:00,Leicester
797044,3,9,Begin The Luck,2021-11-28,3:00,Leicester
797044,4,3,The Dancing Poet,2021-11-28,3:00,Leicester
797044,5,10,Prairie Town,2021-11-28,3:00,Leicester
797044,6,2,One For Billy,2021-11-28,3:00,Leicester
797044,7,4,Floki,2021-11-28,3:00,Leicester
799715,1,11,La Danza,2021-11-28,2:50,Auteuil
799715,2,7,Sel Jem,2021-11-28,2:50,Auteuil
799715,3,1,Gold Tweet,2021-11-28,2:50,Auteuil
799715,4,3,Saint Patis,2021-11-28,2:50,Auteuil
799715,5,8,Ladyville,2021-11-28,2:50,Auteuil
799715,6,2,Rosario Baron,2021-11-28,2:50,Auteuil
799715,7,6,Enki The Best,2021-11-28,2:50,Auteuil
799715,NA,4,Niko Has,2021-11-28,2:50,Auteuil
799715,NA,10,Histoire D'En Rire,2021-11-28,2:50,Auteuil
799715,NA,9,Neli Has,2021-11-28,2:50,Auteuil
799715,NA,5,Hano De Loi,2021-11-28,2:50,Auteuil
797834,1,8,Honeysuckle,2021-11-28,2:40,Fairyhouse
797834,2,4,Ronald Pump,2021-11-28,2:40,Fairyhouse
797834,3,1,Abacadabras,2021-11-28,2:40,Fairyhouse
797834,4,2,Darasso,2021-11-28,2:40,Fairyhouse
797834,5,5,Saldier,2021-11-28,2:40,Fairyhouse
797834,6,10,Stormy Ireland,2021-11-28,2:40,Fairyhouse
797834,7,9,Skyace,2021-11-28,2:40,Fairyhouse
797834,NA,3,Latest Exhibition,2021-11-28,2:40,Fairyhouse
798925,1,7,Ace Time,2021-11-28,2:30,Leicester
798925,2,1,Presuming Ed,2021-11-28,2:30,Leicester
798925,3,2,Lonimoss Bareliere,2021-11-28,2:30,Leicester
798925,4,9,Fast Deal,2021-11-28,2:30,Leicester
798925,5,4,Baliyad,2021-11-28,2:30,Leicester
798925,6,8,Joint Account,2021-11-28,2:30,Leicester
798925,7,5,Taqwaa,2021-11-28,2:30,Leicester
798925,8,6,Bold Red,2021-11-28,2:30,Leicester
798925,9,3,On The Rise,2021-11-28,2:30,Leicester
799713,1,2,Gran Diose,2021-11-28,2:15,Auteuil
799713,2,11,Filup,2021-11-28,2:15,Auteuil
799713,3,5,Grand Clermont,2021-11-28,2:15,Auteuil
799713,4,9,Genesis As,2021-11-28,2:15,Auteuil
799713,5,15,Galet Des Fosses,2021-11-28,2:15,Auteuil
799713,6,14,Ephedrine,2021-11-28,2:15,Auteuil
799713,7,13,Ediboum,2021-11-28,2:15,Auteuil
799713,8,3,Drop Flight,2021-11-28,2:15,Auteuil
799713,9,16,Fighter Jet,2021-11-28,2:15,Auteuil
799713,10,10,Beryl Baie,2021-11-28,2:15,Auteuil
799713,11,4,Futbolisto,2021-11-28,2:15,Auteuil
799713,NA,7,Road Mix Tavel,2021-11-28,2:15,Auteuil
799713,NA,8,Guardamar,2021-11-28,2:15,Auteuil
799713,NA,6,Elvis De Balme,2021-11-28,2:15,Auteuil
799713,NA,1,Two Taffs,2021-11-28,2:15,Auteuil
799713,NA,12,Espoir Royal,2021-11-28,2:15,Auteuil
799158,1,8,Smoking Gun,2021-11-28,2:05,Fairyhouse
799158,2,10,The Dabbler,2021-11-28,2:05,Fairyhouse
799158,3,3,Fairyhill Run,2021-11-28,2:05,Fairyhouse
799158,4,5,Stones And Roses,2021-11-28,2:05,Fairyhouse
799158,5,7,Forza Milan,2021-11-28,2:05,Fairyhouse
799158,6,1,Coko Beach,2021-11-28,2:05,Fairyhouse
799158,7,11,Fiveaftermidnight,2021-11-28,2:05,Fairyhouse
799158,8,9,Agent Boru,2021-11-28,2:05,Fairyhouse
799158,9,6,Alpha Des Obeaux,2021-11-28,2:05,Fairyhouse
799158,NA,2,Milan Native,2021-11-28,2:05,Fairyhouse
799158,NA,4,Eurobot,2021-11-28,2:05,Fairyhouse
797041,1,4,Surrey Quest,2021-11-28,1:55,Leicester
797041,2,3,Reilly,2021-11-28,1:55,Leicester
797041,3,2,Pitch It Up,2021-11-28,1:55,Leicester
797833,1,1,Beacon Edge,2021-11-28,1:35,Fairyhouse
797833,2,6,Gabynako,2021-11-28,1:35,Fairyhouse
797833,3,5,Fury Road,2021-11-28,1:35,Fairyhouse
797833,4,8,Lifetime Ambition,2021-11-28,1:35,Fairyhouse
797833,5,10,Global Equity,2021-11-28,1:35,Fairyhouse
797833,NA,9,Midnight Run,2021-11-28,1:35,Fairyhouse
797833,NA,3,Cape Gentleman,2021-11-28,1:35,Fairyhouse
797833,NA,7,Grand Paradis,2021-11-28,1:35,Fairyhouse
799620,1,4,Srelighonn,2021-11-28,1:33,Auteuil
799620,2,6,Glorice,2021-11-28,1:33,Auteuil
799620,3,7,Pacha Senam,2021-11-28,1:33,Auteuil
799620,4,8,Dream Wish,2021-11-28,1:33,Auteuil
799620,5,5,Darling Des Bordes,2021-11-28,1:33,Auteuil
799620,6,3,Saint Xavier,2021-11-28,1:33,Auteuil
799620,7,1,Roi Mage,2021-11-28,1:33,Auteuil
799620,NA,2,Grandeur Nature,2021-11-28,1:33,Auteuil
797043,1,7,Gaia Vallis,2021-11-28,1:25,Leicester
797043,2,1,Colonel Lesley,2021-11-28,1:25,Leicester
797043,3,6,Jewari Of Saints,2021-11-28,1:25,Leicester
797043,4,4,Robeam,2021-11-28,1:25,Leicester
797832,1,8,Statuaire,2021-11-28,1:05,Fairyhouse
797832,2,4,My Mate Mozzie,2021-11-28,1:05,Fairyhouse
797832,3,3,Mighty Potter,2021-11-28,1:05,Fairyhouse
797832,4,2,Farout,2021-11-28,1:05,Fairyhouse
797832,5,7,Impervious,2021-11-28,1:05,Fairyhouse
797832,6,6,Uhtred,2021-11-28,1:05,Fairyhouse
797832,7,1,Arctic Warrior,2021-11-28,1:05,Fairyhouse
799712,1,8,Odiago,2021-11-28,12:58,Auteuil
799712,2,6,Hoppefull Has,2021-11-28,12:58,Auteuil
799712,3,3,Hip Hop Senam,2021-11-28,12:58,Auteuil
799712,4,5,Javado,2021-11-28,12:58,Auteuil
799712,5,2,Out Of Risk,2021-11-28,12:58,Auteuil
799712,6,10,Ilvientdela Baie,2021-11-28,12:58,Auteuil
799712,7,1,Ilyva,2021-11-28,12:58,Auteuil
799712,NA,4,Rhelighonne,2021-11-28,12:58,Auteuil
799712,NA,9,Desire For Ever,2021-11-28,12:58,Auteuil
799712,NA,11,Valzoe,2021-11-28,12:58,Auteuil
799712,NA,7,Younes,2021-11-28,12:58,Auteuil
797042,1,9,Parliament Hill,2021-11-28,12:55,Leicester
797042,2,6,Krypton Gold,2021-11-28,12:55,Leicester
797042,3,2,Book Of Secrets,2021-11-28,12:55,Leicester
797042,4,11,Trusty Scout,2021-11-28,12:55,Leicester
797042,5,5,Cuban Cigar,2021-11-28,12:55,Leicester
797042,6,4,Crestwood,2021-11-28,12:55,Leicester
797042,7,8,Outback Boy,2021-11-28,12:55,Leicester
797042,NA,10,Sabre Jet,2021-11-28,12:55,Leicester
797042,NA,1,Agent Empire,2021-11-28,12:55,Leicester
799157,1,3,Fil Dor,2021-11-28,12:35,Fairyhouse
799157,2,4,Lunar Power,2021-11-28,12:35,Fairyhouse
799157,3,7,Feigh,2021-11-28,12:35,Fairyhouse
799157,4,2,Doctor Brown Bear,2021-11-28,12:35,Fairyhouse
799157,5,8,Scenic Look,2021-11-28,12:35,Fairyhouse
799157,6,6,Sevenal,2021-11-28,12:35,Fairyhouse
799157,7,5,Max Mayhem,2021-11-28,12:35,Fairyhouse
799157,8,1,Cedar Rapids,2021-11-28,12:35,Fairyhouse
