racecourse,raceid,racedate,racetime,horseno,horsename,pricemoney,numrunners,raceterms,going,OR,TS,RPR,Flag1,Flag2,Flag3,Flag4,Flag5,draw,pastperformance,lastrun,horseage,weight,trainerRFT,jockeyallowance
Pontefract,791798,2021-09-23,5:15,2,Equate,2700,7                            (MAX 17),EW Terms:,Good To Firm,63,66,76,79,-68,-58,-11.5,-15.6666666666667,7,334648,16,3,134,47,
Pontefract,791798,2021-09-23,5:15,3,Gorgeous General,2700,7                            (MAX 17),EW Terms:,Good To Firm,57,47,76,66,-82,-53,-42.75,-23,2,224-66,7,6,129,,5
Pontefract,791798,2021-09-23,5:15,4,Fossos,2700,7                            (MAX 17),EW Terms:,Good To Firm,54,64,74,84,-61,-51,17.75,-9.33333333333333,6,141763,7,3,125,56,3
Pontefract,791798,2021-09-23,5:15,5,Muatadel,2700,7                            (MAX 17),EW Terms:,Good To Firm,47,62,73,88,-57,-46,38.5,-5,3,137324,22,8,119,43,5
Pontefract,791798,2021-09-23,5:15,6,Jorvik Prince,2700,7                            (MAX 17),EW Terms:,Good To Firm,47,NA,79,NA,NA,-40,NA,NA,1,8-3834,9,7,119,50,5
Pontefract,791798,2021-09-23,5:15,7,Twelve Diamonds,2700,7                            (MAX 17),EW Terms:,Good To Firm,47,69,74,96,-50,-45,63.25,0.333333333333333,4,045030,10,4,119,25,3
Pontefract,791798,2021-09-23,5:15,8,Newgate Angel,2700,7                            (MAX 17),EW Terms:,Good To Firm,45,66,75,96,-51,-42,67.5,1,8,047635,16,5,117,,3
Perth,791625,2021-09-23,5:20,1,Gangster,2505,10                            (MAX 16),EW Terms:,Good To Soft,107,NA,NA,NA,NA,NA,NA,NA,0,15-527,38,11,168,100,
Perth,791625,2021-09-23,5:20,2,Shanroe Tic Tec,2505,10                            (MAX 16),EW Terms:,Good To Soft,105,95,110,100,-71,-56,31,-9,0,232-34,115,9,166,60,5
Perth,791625,2021-09-23,5:20,3,Headscarf Lil,2505,10                            (MAX 16),EW Terms:,Good To Soft,98,83,109,94,-76,-50,24.5,-10.6666666666667,0,48-236,32,7,159,50,
Perth,791625,2021-09-23,5:20,4,Southern Girl,2505,10                            (MAX 16),EW Terms:,Good To Soft,95,66,113,84,-90,-43,2.75,-16.3333333333333,0,0-P5F5,40,7,156,33,
Perth,791625,2021-09-23,5:20,5,Late Date,2505,10                            (MAX 16),EW Terms:,Good To Soft,87,69,111,93,-79,-37,42.25,-7.66666666666667,0,PP-P52,40,10,148,38,
Perth,791625,2021-09-23,5:20,6,Fairlawn Flyer,2505,10                            (MAX 16),EW Terms:,Good To Soft,87,73,115,101,-75,-33,69.25,-2.33333333333333,0,6-732,24,5,148,60,
Perth,791625,2021-09-23,5:20,7,Diakosaint,2505,10                            (MAX 16),EW Terms:,Good To Soft,83,99,111,127,-45,-33,151.25,16.3333333333333,0,5P906-,185,6,144,43,
Perth,791625,2021-09-23,5:20,8,Permission Granted,2505,10                            (MAX 16),EW Terms:,Good To Soft,80,56,107,83,-85,-34,21.5,-12,0,1526-6,24,9,141,,
Perth,791625,2021-09-23,5:20,9,Oscar Blue,2505,10                            (MAX 16),EW Terms:,Good To Soft,80,NA,NA,NA,NA,NA,NA,NA,0,P/P9-P,96,11,141,,
Perth,791625,2021-09-23,5:20,10,Emirat De Catana,2505,10                            (MAX 16),EW Terms:,Good To Soft,79,43,108,72,-97,-32,-9,-19,0,5883-7,134,7,140,33,
Perth,791625,2021-09-23,5:20,11,Crakehall Lad,2505,10                            (MAX 16),EW Terms:,Good To Soft,79,38,104,63,-102,-36,-39,-25,0,3/60-2,NA,10,140,,
Wolverhampton (AW),791937,2021-09-23,5:25,1,Clifftop Heaven,2700,10                            (MAX 13),EW Terms:,Standard,65,45,75,55,-95,-65,-98.75,-35,8,423946,37,4,140,29,5
Wolverhampton (AW),791937,2021-09-23,5:25,2,Atalanta Breeze,2700,10                            (MAX 13),EW Terms:,Standard,65,40,69,44,-100,-71,-136.25,-42.3333333333333,2,23-841,15,5,140,64,
Wolverhampton (AW),791937,2021-09-23,5:25,3,Our New Buddy,2700,10                            (MAX 13),EW Terms:,Standard,67,NA,70,NA,NA,-64,NA,NA,9,5-2745,44,3,134,74,
Wolverhampton (AW),791937,2021-09-23,5:25,4,Sir Canford,2700,10                            (MAX 13),EW Terms:,Standard,58,NA,73,NA,NA,-60,NA,NA,6,2-5333,NA,5,133,60,
Wolverhampton (AW),791937,2021-09-23,5:25,5,Red Glory,2700,10                            (MAX 13),EW Terms:,Standard,65,59,73,67,-73,-59,-42.25,-21.6666666666667,3,559535,28,3,132,50,
Wolverhampton (AW),791937,2021-09-23,5:25,6,Miss Roulette,2700,10                            (MAX 13),EW Terms:,Standard,65,NA,73,NA,NA,-59,NA,NA,5,364434,26,3,132,52,
Wolverhampton (AW),791937,2021-09-23,5:25,7,Lawmans Blis,2700,10                            (MAX 13),EW Terms:,Standard,65,46,74,55,-86,-58,-77.5,-29.6666666666667,10,323327,30,3,132,60,5
Wolverhampton (AW),791937,2021-09-23,5:25,8,Can Can Girl,2700,10                            (MAX 13),EW Terms:,Standard,63,63,73,73,-67,-57,-20.75,-17,1,258485,18,3,130,60,
Wolverhampton (AW),791937,2021-09-23,5:25,9,Lindwall,2700,10                            (MAX 13),EW Terms:,Standard,57,63,75,81,-61,-49,15.25,-9.66666666666667,4,960-91,12,3,124,68,
Wolverhampton (AW),791937,2021-09-23,5:25,10,Kalash Princess,2700,10                            (MAX 13),EW Terms:,Standard,48,50,67,69,-65,-48,-11,-14.6666666666667,7,84808,29,3,115,40,3
Listowel,793949,2021-09-23,5:40,1,Father Ailbe,NA,15,EW Terms:,Yielding,70,51,75,56,-91,-67,-96.25,-34,2,160-68,176,6,142,22,5
Listowel,793949,2021-09-23,5:40,2,Grand D'espagne,NA,15,EW Terms:,Yielding,69,8,77,16,-133,-64,-213,-60.3333333333333,14,7-0049,30,5,141,45,
Listowel,793949,2021-09-23,5:40,3,Majestic Jewel,NA,15,EW Terms:,Yielding,68,18,71,21,-122,-69,-200.75,-56.6666666666667,8,-03515,30,4,140,20,7
Listowel,793949,2021-09-23,5:40,4,Dawn Of The West,NA,15,EW Terms:,Yielding,67,NA,NA,NA,NA,NA,NA,NA,5,517/0-,NA,5,139,60,
Listowel,793949,2021-09-23,5:40,5,Afternoonwithsusan,NA,15,EW Terms:,Yielding,66,45,67,46,-93,-71,-125.25,-39.3333333333333,7,9/858,28,6,138,50,
Listowel,793949,2021-09-23,5:40,6,Ghost Serge,NA,15,EW Terms:,Yielding,66,28,65,27,-110,-73,-183.75,-52,3,/71R-8,NA,6,138,67,10
Listowel,793949,2021-09-23,5:40,7,Lord Erskine,NA,15,EW Terms:,Yielding,66,35,77,46,-103,-61,-117.75,-39.3333333333333,16,049-00,32,8,138,50,
Listowel,793949,2021-09-23,5:40,8,Petitioner,NA,15,EW Terms:,Yielding,66,53,75,62,-85,-63,-71.25,-28.6666666666667,12,4-5092,28,7,138,,
Listowel,793949,2021-09-23,5:40,9,Anyonecanhaveitall,NA,15,EW Terms:,Yielding,64,61,75,72,-75,-61,-37.75,-21.3333333333333,4,036841,20,5,136,56,5
Listowel,793949,2021-09-23,5:40,10,Broken Ice,NA,15,EW Terms:,Yielding,64,66,75,77,-70,-61,-22.75,-18,17,89/0-2,NA,5,136,27,5
Listowel,793949,2021-09-23,5:40,11,Share The Honour,NA,15,EW Terms:,Yielding,63,55,76,68,-80,-59,-47.25,-23.6666666666667,11,-45087,35,8,135,50,3
Listowel,793949,2021-09-23,5:40,12,Sea Appeal,NA,15,EW Terms:,Yielding,70,52,80,62,-82,-54,-52.5,-24.6666666666667,13,0-8621,73,3,134,42,
Listowel,793949,2021-09-23,5:40,13,Zadallabration,NA,15,EW Terms:,Yielding,61,33,73,45,-100,-60,-115,-38.3333333333333,18,48-007,38,4,133,,
Listowel,793949,2021-09-23,5:40,14,Stellify,NA,15,EW Terms:,Yielding,60,65,79,84,-67,-53,8.25,-12,10,048083,40,4,132,67,7
Listowel,793949,2021-09-23,5:40,15,Bear Claws,NA,15,EW Terms:,Yielding,59,38,74,53,-93,-57,-86.75,-32.3333333333333,1,51/3-0,NA,5,131,20,
Listowel,793949,2021-09-23,5:40,16,Greenpanda,NA,15,EW Terms:,Yielding,58,NA,75,NA,NA,-55,NA,NA,15,224/17,40,7,130,27,
Listowel,793949,2021-09-23,5:40,17,Antigua Son,NA,15,EW Terms:,Yielding,58,12,71,25,-118,-59,-171.25,-50.6666666666667,6,906,NA,8,130,100,
Listowel,793949,2021-09-23,5:40,18,Ferrum,NA,15,EW Terms:,Yielding,58,NA,NA,NA,NA,NA,NA,NA,9,058/0-,457,5,130,52,
Wolverhampton (AW),791933,2021-09-23,6:00,1,Kaboo,3510,5                            (MAX 11),EW Terms:,Standard,92,NA,100,NA,NA,-31,NA,NA,1,630,57,2,131,52,
Wolverhampton (AW),791933,2021-09-23,6:00,2,Musical Mystery,3510,5                            (MAX 11),EW Terms:,Standard,NA,42,85,NA,-89,-46,NA,NA,5,94,22,2,131,60,
Wolverhampton (AW),791933,2021-09-23,6:00,3,Janaat,3510,5                            (MAX 11),EW Terms:,Standard,NA,46,74,NA,-80,-52,NA,NA,3,4,24,2,126,43,
Wolverhampton (AW),791933,2021-09-23,6:00,4,Ridicule,3510,5                            (MAX 11),EW Terms:,Standard,NA,NA,81,NA,NA,-45,NA,NA,4,2,8,2,126,73,
Wolverhampton (AW),791933,2021-09-23,6:00,5,White Jasmine,3510,5                            (MAX 11),EW Terms:,Standard,73,60,89,76,-66,-37,21.25,-9,2,404523,11,2,126,58,
Wolverhampton (AW),791936,2021-09-23,6:30,1,Smokey,3240,10                            (MAX 11),EW Terms:,Standard,72,78,83,89,-58,-53,27.25,-7.33333333333333,3,114745,12,4,136,9,
Wolverhampton (AW),791936,2021-09-23,6:30,2,Maajdah,3240,10                            (MAX 11),EW Terms:,Standard,72,NA,79,NA,NA,-56,NA,NA,6,0414,31,3,135,73,
Wolverhampton (AW),791936,2021-09-23,6:30,3,Lady Quickstep,3240,10                            (MAX 11),EW Terms:,Standard,69,55,83,69,-78,-50,-27.5,-19.6666666666667,2,501407,26,4,133,50,
Wolverhampton (AW),791936,2021-09-23,6:30,4,Colombe,3240,10                            (MAX 11),EW Terms:,Standard,69,NA,80,NA,NA,-52,NA,NA,4,45-153,97,3,132,58,
Wolverhampton (AW),791936,2021-09-23,6:30,5,Radrizzani,3240,10                            (MAX 11),EW Terms:,Standard,66,38,83,55,-91,-46,-61.5,-27.3333333333333,7,827372,16,3,129,41,
Wolverhampton (AW),791936,2021-09-23,6:30,6,Roman Encounter,3240,10                            (MAX 11),EW Terms:,Standard,64,62,83,81,-65,-44,20,-9.33333333333333,9,834404,17,3,127,43,5
Wolverhampton (AW),791936,2021-09-23,6:30,7,Katherine Place,3240,10                            (MAX 11),EW Terms:,Standard,63,74,82,93,-53,-45,54.25,-1.66666666666667,10,434221,28,6,127,50,
Wolverhampton (AW),791936,2021-09-23,6:30,8,Trusty Rusty,3240,10                            (MAX 11),EW Terms:,Standard,59,73,84,98,-50,-39,77.75,3,1,567112,27,4,123,29,5
Wolverhampton (AW),791936,2021-09-23,6:30,9,Moonshiner,3240,10                            (MAX 11),EW Terms:,Standard,56,NA,82,NA,NA,-37,NA,NA,5,302135,36,3,119,64,5
Wolverhampton (AW),791936,2021-09-23,6:30,10,Independent Beauty,3240,10                            (MAX 11),EW Terms:,Standard,55,31,77,53,-87,-41,-52.75,-25,11,734,39,3,118,,
Wolverhampton (AW),791936,2021-09-23,6:30,11,La Chica Lobo,3240,10                            (MAX 11),EW Terms:,Standard,50,NA,69,NA,NA,-45,NA,NA,8,-80409,29,4,114,,
Wolverhampton (AW),791932,2021-09-23,7:00,1,Adaay With Friends,3780,9                            (MAX 12),EW Terms:,Standard,NA,NA,43,NA,NA,-83,NA,NA,1,0,9,2,126,52,7
Wolverhampton (AW),791932,2021-09-23,7:00,2,Ailish T,3780,9                            (MAX 12),EW Terms:,Standard,56,21,79,44,-105,-47,-99.25,-36,10,474025,10,2,126,41,
Wolverhampton (AW),791932,2021-09-23,7:00,3,Capla Fever,3780,9                            (MAX 12),EW Terms:,Standard,NA,NA,61,NA,NA,-65,NA,NA,11,09,26,2,126,43,
Wolverhampton (AW),791932,2021-09-23,7:00,4,Chicago Gal,3780,9                            (MAX 12),EW Terms:,Standard,NA,NA,NA,NA,NA,NA,NA,NA,3,,12,2,126,58,
Wolverhampton (AW),791932,2021-09-23,7:00,5,Dungar Glory,3780,9                            (MAX 12),EW Terms:,Standard,NA,NA,86,NA,NA,-40,NA,NA,4,2,17,2,126,45,
Wolverhampton (AW),791932,2021-09-23,7:00,6,Edge Nibras,3780,9                            (MAX 12),EW Terms:,Standard,50,37,66,53,-89,-60,-88,-32,5,888535,26,2,126,75,
Wolverhampton (AW),791932,2021-09-23,7:00,7,May Punch,3780,9                            (MAX 12),EW Terms:,Standard,69,NA,84,NA,NA,-42,NA,NA,9,353336,15,2,126,55,
Wolverhampton (AW),791932,2021-09-23,7:00,8,Mumcat,3780,9                            (MAX 12),EW Terms:,Standard,NA,74,92,NA,-52,-34,NA,NA,2,2,24,2,126,43,
Wolverhampton (AW),791932,2021-09-23,7:00,9,Secret Tryst,3780,9                            (MAX 12),EW Terms:,Standard,NA,NA,NA,NA,NA,NA,NA,NA,8,,9,2,126,38,
Wolverhampton (AW),791932,2021-09-23,7:00,10,Teekana,3780,9                            (MAX 12),EW Terms:,Standard,NA,NA,NA,NA,NA,NA,NA,NA,7,,10,2,126,50,
Wolverhampton (AW),791932,2021-09-23,7:00,11,Waxwing,3780,9                            (MAX 12),EW Terms:,Standard,NA,NA,66,NA,NA,-60,NA,NA,6,06,26,2,126,40,3
Wolverhampton (AW),791935,2021-09-23,7:30,1,Trixie Waterbury,3240,10                            (MAX 12),EW Terms:,Standard,77,59,84,66,-81,-56,-47,-23.6666666666667,3,752108,13,4,140,60,7
Wolverhampton (AW),791935,2021-09-23,7:30,2,Katheefa,3240,10                            (MAX 12),EW Terms:,Standard,76,73,83,80,-66,-56,-4,-14,11,751357,150,7,139,38,
Wolverhampton (AW),791935,2021-09-23,7:30,3,Ledham,3240,10                            (MAX 12),EW Terms:,Standard,75,53,83,61,-85,-55,-59.25,-26.3333333333333,2,/70059,36,6,138,75,
Wolverhampton (AW),791935,2021-09-23,7:30,4,Frow,3240,10                            (MAX 12),EW Terms:,Standard,75,NA,NA,NA,NA,NA,NA,NA,1,716258,9,5,138,60,
Wolverhampton (AW),791935,2021-09-23,7:30,5,Hala Joud,3240,10                            (MAX 12),EW Terms:,Standard,75,72,85,82,-63,-50,13.5,-10.3333333333333,10,021357,20,3,135,69,
Wolverhampton (AW),791935,2021-09-23,7:30,6,Secret Moment,3240,10                            (MAX 12),EW Terms:,Standard,72,69,85,82,-66,-50,10.5,-11.3333333333333,9,-45637,14,4,135,55,5
Wolverhampton (AW),791935,2021-09-23,7:30,7,Holdenhurst,3240,10                            (MAX 12),EW Terms:,Standard,70,NA,84,NA,NA,-49,NA,NA,5,665911,35,6,133,50,
Wolverhampton (AW),791935,2021-09-23,7:30,8,Onaraggatip,3240,10                            (MAX 12),EW Terms:,Standard,72,63,85,76,-69,-47,0.75,-13.3333333333333,4,048263,12,3,132,44,
Wolverhampton (AW),791935,2021-09-23,7:30,9,Merry Secret,3240,10                            (MAX 12),EW Terms:,Standard,70,72,82,84,-58,-48,26,-7.33333333333333,6,122440,20,3,130,,
Wolverhampton (AW),791935,2021-09-23,7:30,10,Impeach,3240,10                            (MAX 12),EW Terms:,Standard,69,77,86,94,-52,-43,60.75,-0.333333333333333,8,-23762,11,3,129,100,
Wolverhampton (AW),791935,2021-09-23,7:30,11,Youllovemewheniwin,3240,10                            (MAX 12),EW Terms:,Standard,67,78,84,95,-49,-43,65.75,1,7,355143,12,3,127,40,3
Wolverhampton (AW),791931,2021-09-23,8:00,1,Baby Steps,4590,11                            (MAX 13),EW Terms:,Standard,82,72,90,80,-67,-49,7.25,-12,10,723243,32,5,139,46,3
Wolverhampton (AW),791931,2021-09-23,8:00,2,Mykonos St John,4590,11                            (MAX 13),EW Terms:,Standard,81,70,90,79,-68,-48,6,-12.3333333333333,6,111530,28,4,138,65,5
Wolverhampton (AW),791931,2021-09-23,8:00,3,Asdaa,4590,11                            (MAX 13),EW Terms:,Standard,81,75,88,82,-63,-50,13.5,-10.3333333333333,2,141853,19,5,138,57,
Wolverhampton (AW),791931,2021-09-23,8:00,4,Giuseppe Cassioli,4590,11                            (MAX 13),EW Terms:,Standard,79,78,90,89,-58,-46,39.5,-5,9,348143,19,4,136,71,
Wolverhampton (AW),791931,2021-09-23,8:00,5,Gordonstoun,4590,11                            (MAX 13),EW Terms:,Standard,81,NA,84,NA,NA,-49,NA,NA,4,211-49,125,3,133,88,7
Wolverhampton (AW),791931,2021-09-23,8:00,6,Highfaluting,4590,11                            (MAX 13),EW Terms:,Standard,75,79,89,93,-53,-43,57.75,-1,5,-24432,19,7,132,56,
Wolverhampton (AW),791931,2021-09-23,8:00,7,Hit The Heights,4590,11                            (MAX 13),EW Terms:,Standard,80,62,86,68,-70,-46,-14.5,-16,3,1-4,29,3,132,63,3
Wolverhampton (AW),791931,2021-09-23,8:00,8,Zuhair,4590,11                            (MAX 13),EW Terms:,Standard,80,NA,86,NA,NA,-46,NA,NA,1,0-1145,21,3,132,64,
Wolverhampton (AW),791931,2021-09-23,8:00,9,Mrs Fitzherbert,4590,11                            (MAX 13),EW Terms:,Standard,79,72,92,85,-59,-39,42.75,-4.33333333333333,11,35-441,33,3,131,38,3
Wolverhampton (AW),791931,2021-09-23,8:00,10,Tricolore,4590,11                            (MAX 13),EW Terms:,Standard,78,63,86,71,-67,-44,-2,-13.3333333333333,8,2-1746,45,3,130,43,
Wolverhampton (AW),791931,2021-09-23,8:00,11,Heshmah,4590,11                            (MAX 13),EW Terms:,Standard,76,54,84,62,-74,-44,-27,-18.6666666666667,7,33-638,12,3,128,58,
Wolverhampton (AW),791934,2021-09-23,8:30,1,Hashtagmetoo,3240,8                            (MAX 12),EW Terms:,Standard,72,NA,76,NA,NA,-66,NA,NA,8,426313,11,4,142,65,5
Wolverhampton (AW),791934,2021-09-23,8:30,2,Monsaraz,3240,8                            (MAX 12),EW Terms:,Standard,70,59,77,66,-81,-63,-59.25,-26,4,411555,73,4,140,46,3
Wolverhampton (AW),791934,2021-09-23,8:30,3,Diamond Bay,3240,8                            (MAX 12),EW Terms:,Standard,76,60,80,64,-79,-59,-54.25,-24.6666666666667,1,P-8611,10,3,139,64,
Wolverhampton (AW),791934,2021-09-23,8:30,4,Just Jacob,3240,8                            (MAX 12),EW Terms:,Standard,72,NA,75,NA,NA,-60,NA,NA,6,242413,14,3,135,73,
Wolverhampton (AW),791934,2021-09-23,8:30,5,Out Of Reason,3240,8                            (MAX 12),EW Terms:,Standard,70,50,76,56,-83,-57,-70.75,-28,3,5-0634,20,3,133,58,
Wolverhampton (AW),791934,2021-09-23,8:30,6,Night Moment,3240,8                            (MAX 12),EW Terms:,Standard,69,43,77,51,-89,-55,-83.25,-31,2,523343,17,3,132,57,
Wolverhampton (AW),791934,2021-09-23,8:30,7,Mirage Mac,3240,8                            (MAX 12),EW Terms:,Standard,68,43,74,49,-88,-57,-89.75,-32,7,250630,23,3,131,58,
Wolverhampton (AW),791934,2021-09-23,8:30,8,Western Beat,3240,8                            (MAX 12),EW Terms:,Standard,63,NA,74,NA,NA,-52,NA,NA,5,515-48,139,3,126,24,3
Sandown (Aus),794225,2021-09-25,5:30,1,Lunar Fox,67837,7,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,5,-01409,14,4,130,,
Sandown (Aus),794225,2021-09-25,5:30,2,Elephant,67837,7,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,4,11-112,21,5,129,,
Sandown (Aus),794225,2021-09-25,5:30,3,Harbour Views,67837,7,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,6,3640-1,14,6,127,,
Sandown (Aus),794225,2021-09-25,5:30,4,Romancer,67837,7,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,7,-18250,7,8,126,,
Sandown (Aus),794225,2021-09-25,5:30,5,Ziegfeld,67837,7,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,1,542429,14,4,122,,
Sandown (Aus),794225,2021-09-25,5:30,6,Cherry Tortoni,67837,7,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,3,424512,14,4,121,,
Sandown (Aus),794225,2021-09-25,5:30,7,Worsfold,67837,7,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,2,611243,14,5,119,,
Sandown (Aus),794226,2021-09-25,6:45,1,Fifty Stars,337079,5,EW Terms:,Good To Soft,NA,NA,NA,NA,NA,NA,NA,NA,1,087200,14,6,130,,
Sandown (Aus),794226,2021-09-25,6:45,2,Zaaki,337079,5,EW Terms:,Good To Soft,NA,NA,NA,NA,NA,NA,NA,NA,3,2d1111,21,6,130,,
Sandown (Aus),794226,2021-09-25,6:45,3,The Chosen One,337079,5,EW Terms:,Good To Soft,NA,NA,NA,NA,NA,NA,NA,NA,5,-26063,21,6,130,,
Sandown (Aus),794226,2021-09-25,6:45,4,Superstorm,337079,5,EW Terms:,Good To Soft,NA,NA,NA,NA,NA,NA,NA,NA,4,736-41,21,5,130,,
Sandown (Aus),794226,2021-09-25,6:45,5,Probabeel,337079,5,EW Terms:,Good To Soft,NA,NA,NA,NA,NA,NA,NA,NA,2,110215,7,5,126,,
Rosehill,794155,2021-09-25,7:05,1,Anamoe,325843,13,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,8,231211,14,3,125,,
Rosehill,794155,2021-09-25,7:05,2,Artorius,325843,13,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,11,211622,14,3,125,,
Rosehill,794155,2021-09-25,7:05,3,Captivant,325843,13,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,1,353136,14,3,125,,
Rosehill,794155,2021-09-25,7:05,4,Hilal,325843,13,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,13,272253,14,3,125,,
Rosehill,794155,2021-09-25,7:05,5,In The Congo,325843,13,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,6,12212,14,3,125,,
Rosehill,794155,2021-09-25,7:05,6,Tiger Of Malay,325843,13,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,4,751312,14,3,125,,
Rosehill,794155,2021-09-25,7:05,7,Remarque,325843,13,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,5,1533,14,3,125,,
Rosehill,794155,2021-09-25,7:05,8,Giannis,325843,13,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,9,537521,14,3,125,,
Rosehill,794155,2021-09-25,7:05,9,Royalzel,325843,13,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,12,151113,14,3,125,,
Rosehill,794155,2021-09-25,7:05,10,Coastwatch,325843,13,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,2,-10521,28,3,125,,
Rosehill,794155,2021-09-25,7:05,11,Moridan,325843,13,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,3,31,10,3,125,,
Rosehill,794155,2021-09-25,7:05,12,Jamaea,325843,13,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,7,262141,21,3,120,,
Rosehill,794155,2021-09-25,7:05,13,Startantes,325843,13,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,10,315111,168,3,120,,
Rosehill,794223,2021-09-25,7:45,1,Subterranean,61433,14,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,4,185438,14,3,125,,
Rosehill,794223,2021-09-25,7:45,2,Head Of State,61433,14,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,7,-10652,10,3,125,,
Rosehill,794223,2021-09-25,7:45,3,Arnaqueur,61433,14,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,13,147144,14,3,125,,
Rosehill,794223,2021-09-25,7:45,4,Alegron,61433,14,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,10,-02515,14,3,125,,
Rosehill,794223,2021-09-25,7:45,5,Dark Rebel,61433,14,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,8,10876,14,3,125,,
Rosehill,794223,2021-09-25,7:45,6,Profondo,61433,14,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,5,1,24,3,125,,
Rosehill,794223,2021-09-25,7:45,7,All Machiavellian,61433,14,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,14,9311,55,3,125,,
Rosehill,794223,2021-09-25,7:45,8,Akahata,61433,14,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,9,239143,8,3,125,,
Rosehill,794223,2021-09-25,7:45,9,French Emperor,61433,14,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,3,31,24,3,125,,
Rosehill,794223,2021-09-25,7:45,10,Patton,61433,14,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,1,160583,28,3,125,,
Rosehill,794223,2021-09-25,7:45,11,Satirical Glory,61433,14,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,12,781,227,3,125,,
Rosehill,794223,2021-09-25,7:45,12,Notions,61433,14,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,2,6121,14,3,120,,
Rosehill,794223,2021-09-25,7:45,13,Achira,61433,14,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,16,4320,14,3,120,,
Rosehill,794223,2021-09-25,7:45,14,Stray,61433,14,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,15,4-49,24,3,121,,
Rosehill,794223,2021-09-25,7:45,15,Benaud,61433,14,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,11,1,14,3,125,,
Rosehill,794223,2021-09-25,7:45,16,Money From The Sky,61433,14,EW Terms:,Good,NA,NA,NA,NA,NA,NA,NA,NA,6,29,10,3,125,,
Haydock,791835,2021-09-25,1:00,1,Caryatid,5400,6                            (MAX 14),EW Terms:,Good To Firm,NA,18,37,NA,-108,-89,NA,NA,5,9,18,2,126,67,
Haydock,791835,2021-09-25,1:00,2,Iconic Look,5400,6                            (MAX 14),EW Terms:,Good To Firm,NA,71,93,NA,-55,-33,NA,NA,1,93,18,2,126,59,5
Haydock,791835,2021-09-25,1:00,3,Kick On Girl,5400,6                            (MAX 14),EW Terms:,Good To Firm,NA,86,94,NA,-40,-32,NA,NA,6,32,18,2,126,71,
Haydock,791835,2021-09-25,1:00,4,Say Goodnight,5400,6                            (MAX 14),EW Terms:,Good To Firm,NA,NA,NA,NA,NA,NA,NA,NA,2,,22,2,126,55,
Haydock,791835,2021-09-25,1:00,5,Smiling Jayne,5400,6                            (MAX 14),EW Terms:,Good To Firm,NA,75,97,NA,-51,-29,NA,NA,4,2,56,2,126,49,
Haydock,791835,2021-09-25,1:00,6,Terra Mitica,5400,6                            (MAX 14),EW Terms:,Good To Firm,NA,59,95,NA,-67,-31,NA,NA,3,2,18,2,126,90,
Listowel,794158,2021-09-25,1:10,1,Chiricahua,NA,18,EW Terms:,Good To Yielding,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,4,163,38,
Listowel,794158,2021-09-25,1:10,2,Collaborating,NA,18,EW Terms:,Good To Yielding,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,4,163,,
Listowel,794158,2021-09-25,1:10,3,Crosshouse Boy,NA,18,EW Terms:,Good To Yielding,NA,9,72,NA,-154,-91,NA,NA,,9,5,4,163,29,
